C:/Users/MQ20174983/Documents/Git/CCD-Legacy-Grant-2019/CCD Legacy Project 2019 Social Gaze Box Task and Herding/Assets/StreamingAssets/Trajectories\P10_Player1_1002_joint_TrialID22_Date_10_05_2019_124240.csv
C:/Users/MQ20174983/Documents/Git/CCD-Legacy-Grant-2019/CCD Legacy Project 2019 Social Gaze Box Task and Herding/Assets/StreamingAssets/Trajectories\P10_Player1_1004_joint_TrialID17_Date_10_05_2019_124303.csv
C:/Users/MQ20174983/Documents/Git/CCD-Legacy-Grant-2019/CCD Legacy Project 2019 Social Gaze Box Task and Herding/Assets/StreamingAssets/Trajectories\P10_Player1_1005_joint_TrialID24_Date_10_05_2019_124310.csv
C:/Users/MQ20174983/Documents/Git/CCD-Legacy-Grant-2019/CCD Legacy Project 2019 Social Gaze Box Task and Herding/Assets/StreamingAssets/Trajectories\P10_Player1_1006_joint_TrialID1_Date_10_05_2019_124317.csv
C:/Users/MQ20174983/Documents/Git/CCD-Legacy-Grant-2019/CCD Legacy Project 2019 Social Gaze Box Task and Herding/Assets/StreamingAssets/Trajectories\P10_Player1_1016_joint_TrialID3_Date_10_05_2019_124453.csv
C:/Users/MQ20174983/Documents/Git/CCD-Legacy-Grant-2019/CCD Legacy Project 2019 Social Gaze Box Task and Herding/Assets/StreamingAssets/Trajectories\P10_Player1_1025_joint_TrialID15_Date_10_05_2019_124549.csv
C:/Users/MQ20174983/Documents/Git/CCD-Legacy-Grant-2019/CCD Legacy Project 2019 Social Gaze Box Task and Herding/Assets/StreamingAssets/Trajectories\P10_Player1_1028_joint_TrialID19_Date_10_05_2019_124607.csv
C:/Users/MQ20174983/Documents/Git/CCD-Legacy-Grant-2019/CCD Legacy Project 2019 Social Gaze Box Task and Herding/Assets/StreamingAssets/Trajectories\P10_Player1_1034_joint_TrialID5_Date_10_05_2019_124646.csv
C:/Users/MQ20174983/Documents/Git/CCD-Legacy-Grant-2019/CCD Legacy Project 2019 Social Gaze Box Task and Herding/Assets/StreamingAssets/Trajectories\P10_Player1_1035_joint_TrialID4_Date_10_05_2019_124653.csv
C:/Users/MQ20174983/Documents/Git/CCD-Legacy-Grant-2019/CCD Legacy Project 2019 Social Gaze Box Task and Herding/Assets/StreamingAssets/Trajectories\P10_Player1_1043_joint_TrialID2_Date_10_05_2019_124743.csv
C:/Users/MQ20174983/Documents/Git/CCD-Legacy-Grant-2019/CCD Legacy Project 2019 Social Gaze Box Task and Herding/Assets/StreamingAssets/Trajectories\P10_Player1_1045_joint_TrialID13_Date_10_05_2019_124755.csv
C:/Users/MQ20174983/Documents/Git/CCD-Legacy-Grant-2019/CCD Legacy Project 2019 Social Gaze Box Task and Herding/Assets/StreamingAssets/Trajectories\P11_Player1_1007_joint_TrialID11_Date_10_05_2019_131924.csv
C:/Users/MQ20174983/Documents/Git/CCD-Legacy-Grant-2019/CCD Legacy Project 2019 Social Gaze Box Task and Herding/Assets/StreamingAssets/Trajectories\P11_Player1_1008_joint_TrialID3_Date_10_05_2019_131930.csv
C:/Users/MQ20174983/Documents/Git/CCD-Legacy-Grant-2019/CCD Legacy Project 2019 Social Gaze Box Task and Herding/Assets/StreamingAssets/Trajectories\P11_Player1_1009_joint_TrialID20_Date_10_05_2019_131936.csv
C:/Users/MQ20174983/Documents/Git/CCD-Legacy-Grant-2019/CCD Legacy Project 2019 Social Gaze Box Task and Herding/Assets/StreamingAssets/Trajectories\P11_Player1_1015_joint_TrialID21_Date_10_05_2019_132011.csv
